1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
0.957983193277	1	
0.952830188679	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.94708994709	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
0.977272727273	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
0.973913043478	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
0.817391304348	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
0.983193277311	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
0.961538461538	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
0.988095238095	0	
0.988095238095	0	
1.0	0	
1.0	1	
1.0	0	
0.98773006135	1	
0.984962406015	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.95871559633	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.986013986014	1	
1.0	1	
0.966666666667	0	
0.980132450331	1	
1.0	0	
1.0	0	
0.967426710098	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
0.960992907801	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
0.986425339367	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
0.97311827957	1	
1.0	0	
1.0	1	
1.0	0	
0.919540229885	0	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
0.946153846154	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
0.962457337884	1	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
0.943037974684	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.954248366013	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
0.978260869565	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.971153846154	1	
1.0	1	
1.0	0	
0.975609756098	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
0.982300884956	0	
0.96	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.967948717949	1	
1.0	0	
0.892045454545	1	
1.0	0	
0.974358974359	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
0.99424184261	0	
1.0	1	
0.979381443299	0	
1.0	1	
0.956666666667	1	
1.0	0	
0.989898989899	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
0.976047904192	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
0.933526011561	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
0.957446808511	1	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.989010989011	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
0.942771084337	1	
1.0	1	
1.0	0	
0.986301369863	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
0.970588235294	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
0.968325791855	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
0.985294117647	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.972144846797	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
0.977099236641	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
0.952908587258	0	
0.941018766756	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
0.98275862069	1	
1.0	0	
1.0	0	
0.93661971831	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
0.968051118211	1	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
0.974193548387	0	
0.991935483871	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
0.980487804878	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
0.973333333333	0	
1.0	1	
0.995633187773	0	
1.0	1	
0.95	1	
1.0	0	
1.0	1	
1.0	0	
0.976377952756	1	
1.0	0	
0.965277777778	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
0.980392156863	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.989473684211	0	
1.0	1	
0.939024390244	0	
