1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
0.957983193277	1	
1.0	1	
1.0	0	
1.0	1	
0.94708994709	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
0.977272727273	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
0.817391304348	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
0.98773006135	1	
0.984962406015	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.95871559633	1	
1.0	0	
0.962365591398	0	
1.0	1	
1.0	1	
1.0	0	
0.986013986014	1	
1.0	0	
1.0	1	
1.0	0	
0.980132450331	1	
1.0	0	
0.967426710098	1	
0.96336996337	0	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.960992907801	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
0.961038961039	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.97311827957	1	
1.0	1	
1.0	1	
0.962025316456	0	
1.0	1	
1.0	1	
0.946153846154	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
0.962457337884	1	
0.943037974684	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
0.954248366013	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
0.971153846154	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	0	
0.963636363636	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.967948717949	1	
0.892045454545	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
0.956666666667	1	
0.989898989899	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
0.976047904192	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
0.933526011561	1	
1.0	0	
1.0	1	
0.957446808511	1	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
0.942771084337	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
0.970588235294	1	
1.0	1	
1.0	1	
0.980769230769	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
0.972144846797	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
0.941018766756	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
0.98275862069	1	
0.93661971831	1	
1.0	1	
1.0	1	
0.968051118211	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	1	
0.988764044944	0	
1.0	1	
1.0	1	
1.0	0	
0.980487804878	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	0	
1.0	0	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
0.95	1	
1.0	1	
0.976377952756	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	1	
1.0	0	
1.0	1	
1.0	1	
1.0	0	
0.975845410628	1	
1.0	1	
1.0	1	
